path,label,split
data\frames\val\incorrect\12_f00005.jpg,incorrect,val
data\frames\val\incorrect\12_f00006.jpg,incorrect,val
data\frames\val\incorrect\12_f00007.jpg,incorrect,val
data\frames\val\incorrect\12_f00008.jpg,incorrect,val
data\frames\test\incorrect\13_f00000.jpg,incorrect,test
data\frames\test\incorrect\13_f00001.jpg,incorrect,test
data\frames\test\incorrect\13_f00002.jpg,incorrect,test
data\frames\test\incorrect\13_f00003.jpg,incorrect,test
data\frames\test\incorrect\13_f00004.jpg,incorrect,test
data\frames\test\incorrect\13_f00005.jpg,incorrect,test
data\frames\test\incorrect\13_f00006.jpg,incorrect,test
data\frames\test\incorrect\13_f00007.jpg,incorrect,test
data\frames\test\incorrect\13_f00008.jpg,incorrect,test
data\frames\test\incorrect\13_f00000.jpg,incorrect,test
data\frames\test\incorrect\13_f00001.jpg,incorrect,test
data\frames\test\incorrect\13_f00002.jpg,incorrect,test
data\frames\test\incorrect\13_f00003.jpg,incorrect,test
data\frames\test\incorrect\13_f00004.jpg,incorrect,test
data\frames\test\incorrect\13_f00005.jpg,incorrect,test
data\frames\test\incorrect\13_f00006.jpg,incorrect,test
data\frames\test\incorrect\13_f00007.jpg,incorrect,test
data\frames\test\incorrect\13_f00008.jpg,incorrect,test
data\frames\train\incorrect\14_f00000.jpg,incorrect,train
data\frames\train\incorrect\14_f00001.jpg,incorrect,train
data\frames\train\incorrect\14_f00002.jpg,incorrect,train
data\frames\train\incorrect\14_f00003.jpg,incorrect,train
data\frames\train\incorrect\14_f00004.jpg,incorrect,train
data\frames\train\incorrect\14_f00005.jpg,incorrect,train
data\frames\train\incorrect\14_f00006.jpg,incorrect,train
data\frames\train\incorrect\14_f00007.jpg,incorrect,train
data\frames\train\incorrect\14_f00008.jpg,incorrect,train
data\frames\train\incorrect\14_f00000.jpg,incorrect,train
data\frames\train\incorrect\14_f00001.jpg,incorrect,train
data\frames\train\incorrect\14_f00002.jpg,incorrect,train
data\frames\train\incorrect\14_f00003.jpg,incorrect,train
data\frames\train\incorrect\14_f00004.jpg,incorrect,train
data\frames\train\incorrect\14_f00005.jpg,incorrect,train
data\frames\train\incorrect\14_f00006.jpg,incorrect,train
data\frames\train\incorrect\14_f00007.jpg,incorrect,train
data\frames\train\incorrect\14_f00008.jpg,incorrect,train
data\frames\train\incorrect\15_f00000.jpg,incorrect,train
data\frames\train\incorrect\15_f00001.jpg,incorrect,train
data\frames\train\incorrect\15_f00002.jpg,incorrect,train
data\frames\train\incorrect\15_f00003.jpg,incorrect,train
data\frames\train\incorrect\15_f00004.jpg,incorrect,train
data\frames\train\incorrect\15_f00005.jpg,incorrect,train
data\frames\train\incorrect\15_f00006.jpg,incorrect,train
data\frames\train\incorrect\15_f00000.jpg,incorrect,train
data\frames\train\incorrect\15_f00001.jpg,incorrect,train
data\frames\train\incorrect\15_f00002.jpg,incorrect,train
data\frames\train\incorrect\15_f00003.jpg,incorrect,train
data\frames\train\incorrect\15_f00004.jpg,incorrect,train
data\frames\train\incorrect\15_f00005.jpg,incorrect,train
data\frames\train\incorrect\15_f00006.jpg,incorrect,train
data\frames\val\incorrect\16_f00000.jpg,incorrect,val
data\frames\val\incorrect\16_f00001.jpg,incorrect,val
data\frames\val\incorrect\16_f00002.jpg,incorrect,val
data\frames\val\incorrect\16_f00003.jpg,incorrect,val
data\frames\val\incorrect\16_f00004.jpg,incorrect,val
data\frames\val\incorrect\16_f00005.jpg,incorrect,val
data\frames\val\incorrect\16_f00006.jpg,incorrect,val
data\frames\val\incorrect\16_f00000.jpg,incorrect,val
data\frames\val\incorrect\16_f00001.jpg,incorrect,val
data\frames\val\incorrect\16_f00002.jpg,incorrect,val
data\frames\val\incorrect\16_f00003.jpg,incorrect,val
data\frames\val\incorrect\16_f00004.jpg,incorrect,val
data\frames\val\incorrect\16_f00005.jpg,incorrect,val
data\frames\val\incorrect\16_f00006.jpg,incorrect,val
data\frames\train\incorrect\17_f00000.jpg,incorrect,train
data\frames\train\incorrect\17_f00001.jpg,incorrect,train
data\frames\train\incorrect\17_f00002.jpg,incorrect,train
data\frames\train\incorrect\17_f00003.jpg,incorrect,train
data\frames\train\incorrect\17_f00004.jpg,incorrect,train
data\frames\train\incorrect\17_f00005.jpg,incorrect,train
data\frames\train\incorrect\17_f00006.jpg,incorrect,train
data\frames\train\incorrect\17_f00007.jpg,incorrect,train
data\frames\train\incorrect\17_f00000.jpg,incorrect,train
data\frames\train\incorrect\17_f00001.jpg,incorrect,train
data\frames\train\incorrect\17_f00002.jpg,incorrect,train
data\frames\train\incorrect\17_f00003.jpg,incorrect,train
data\frames\train\incorrect\17_f00004.jpg,incorrect,train
data\frames\train\incorrect\17_f00005.jpg,incorrect,train
data\frames\train\incorrect\17_f00006.jpg,incorrect,train
data\frames\train\incorrect\17_f00007.jpg,incorrect,train
data\frames\train\incorrect\18_f00000.jpg,incorrect,train
data\frames\train\incorrect\18_f00001.jpg,incorrect,train
data\frames\train\incorrect\18_f00002.jpg,incorrect,train
data\frames\train\incorrect\18_f00003.jpg,incorrect,train
data\frames\train\incorrect\18_f00004.jpg,incorrect,train
data\frames\train\incorrect\18_f00005.jpg,incorrect,train
data\frames\train\incorrect\18_f00006.jpg,incorrect,train
data\frames\train\incorrect\18_f00007.jpg,incorrect,train
data\frames\train\incorrect\18_f00008.jpg,incorrect,train
data\frames\train\incorrect\18_f00009.jpg,incorrect,train
data\frames\train\incorrect\18_f00010.jpg,incorrect,train
data\frames\train\incorrect\18_f00000.jpg,incorrect,train
data\frames\train\incorrect\18_f00001.jpg,incorrect,train
data\frames\train\incorrect\18_f00002.jpg,incorrect,train
data\frames\train\incorrect\18_f00003.jpg,incorrect,train
data\frames\train\incorrect\18_f00004.jpg,incorrect,train
data\frames\train\incorrect\18_f00005.jpg,incorrect,train
data\frames\train\incorrect\18_f00006.jpg,incorrect,train
data\frames\train\incorrect\18_f00007.jpg,incorrect,train
data\frames\train\incorrect\18_f00008.jpg,incorrect,train
data\frames\train\incorrect\18_f00009.jpg,incorrect,train
data\frames\train\incorrect\18_f00010.jpg,incorrect,train
data\frames\train\incorrect\19_f00000.jpg,incorrect,train
data\frames\train\incorrect\19_f00001.jpg,incorrect,train
data\frames\train\incorrect\19_f00002.jpg,incorrect,train
data\frames\train\incorrect\19_f00003.jpg,incorrect,train
data\frames\train\incorrect\19_f00004.jpg,incorrect,train
data\frames\train\incorrect\19_f00005.jpg,incorrect,train
data\frames\train\incorrect\19_f00006.jpg,incorrect,train
data\frames\train\incorrect\19_f00007.jpg,incorrect,train
data\frames\train\incorrect\19_f00008.jpg,incorrect,train
data\frames\train\incorrect\19_f00000.jpg,incorrect,train
data\frames\train\incorrect\19_f00001.jpg,incorrect,train
data\frames\train\incorrect\19_f00002.jpg,incorrect,train
data\frames\train\incorrect\19_f00003.jpg,incorrect,train
data\frames\train\incorrect\19_f00004.jpg,incorrect,train
data\frames\train\incorrect\19_f00005.jpg,incorrect,train
data\frames\train\incorrect\19_f00006.jpg,incorrect,train
data\frames\train\incorrect\19_f00007.jpg,incorrect,train
data\frames\train\incorrect\19_f00008.jpg,incorrect,train
data\frames\train\incorrect\2_f00000.jpg,incorrect,train
data\frames\train\incorrect\2_f00001.jpg,incorrect,train
data\frames\train\incorrect\2_f00002.jpg,incorrect,train
data\frames\train\incorrect\2_f00003.jpg,incorrect,train
data\frames\train\incorrect\2_f00004.jpg,incorrect,train
data\frames\train\incorrect\2_f00005.jpg,incorrect,train
data\frames\train\incorrect\2_f00006.jpg,incorrect,train
data\frames\train\incorrect\2_f00007.jpg,incorrect,train
data\frames\train\incorrect\2_f00008.jpg,incorrect,train
data\frames\train\incorrect\2_f00009.jpg,incorrect,train
data\frames\train\incorrect\2_f00010.jpg,incorrect,train
data\frames\train\incorrect\2_f00000.jpg,incorrect,train
data\frames\train\incorrect\2_f00001.jpg,incorrect,train
data\frames\train\incorrect\2_f00002.jpg,incorrect,train
data\frames\train\incorrect\2_f00003.jpg,incorrect,train
data\frames\train\incorrect\2_f00004.jpg,incorrect,train
data\frames\train\incorrect\2_f00005.jpg,incorrect,train
data\frames\train\incorrect\2_f00006.jpg,incorrect,train
data\frames\train\incorrect\2_f00007.jpg,incorrect,train
data\frames\train\incorrect\2_f00008.jpg,incorrect,train
data\frames\train\incorrect\2_f00009.jpg,incorrect,train
data\frames\train\incorrect\2_f00010.jpg,incorrect,train
data\frames\train\incorrect\20_f00000.jpg,incorrect,train
data\frames\train\incorrect\20_f00001.jpg,incorrect,train
data\frames\train\incorrect\20_f00002.jpg,incorrect,train
data\frames\train\incorrect\20_f00003.jpg,incorrect,train
data\frames\train\incorrect\20_f00004.jpg,incorrect,train
data\frames\train\incorrect\20_f00005.jpg,incorrect,train
data\frames\train\incorrect\20_f00006.jpg,incorrect,train
data\frames\train\incorrect\20_f00000.jpg,incorrect,train
data\frames\train\incorrect\20_f00001.jpg,incorrect,train
data\frames\train\incorrect\20_f00002.jpg,incorrect,train
data\frames\train\incorrect\20_f00003.jpg,incorrect,train
data\frames\train\incorrect\20_f00004.jpg,incorrect,train
data\frames\train\incorrect\20_f00005.jpg,incorrect,train
data\frames\train\incorrect\20_f00006.jpg,incorrect,train
data\frames\train\incorrect\21_f00000.jpg,incorrect,train
data\frames\train\incorrect\21_f00001.jpg,incorrect,train
data\frames\train\incorrect\21_f00002.jpg,incorrect,train
data\frames\train\incorrect\21_f00003.jpg,incorrect,train
data\frames\train\incorrect\21_f00004.jpg,incorrect,train
data\frames\train\incorrect\21_f00005.jpg,incorrect,train
data\frames\train\incorrect\21_f00006.jpg,incorrect,train
data\frames\train\incorrect\21_f00000.jpg,incorrect,train
data\frames\train\incorrect\21_f00001.jpg,incorrect,train
data\frames\train\incorrect\21_f00002.jpg,incorrect,train
data\frames\train\incorrect\21_f00003.jpg,incorrect,train
data\frames\train\incorrect\21_f00004.jpg,incorrect,train
data\frames\train\incorrect\21_f00005.jpg,incorrect,train
data\frames\train\incorrect\21_f00006.jpg,incorrect,train
data\frames\val\incorrect\22_f00000.jpg,incorrect,val
data\frames\val\incorrect\22_f00001.jpg,incorrect,val
data\frames\val\incorrect\22_f00002.jpg,incorrect,val
data\frames\val\incorrect\22_f00003.jpg,incorrect,val
data\frames\val\incorrect\22_f00004.jpg,incorrect,val
data\frames\val\incorrect\22_f00005.jpg,incorrect,val
data\frames\val\incorrect\22_f00006.jpg,incorrect,val
data\frames\val\incorrect\22_f00007.jpg,incorrect,val
data\frames\val\incorrect\22_f00008.jpg,incorrect,val
data\frames\val\incorrect\22_f00009.jpg,incorrect,val
data\frames\val\incorrect\22_f00010.jpg,incorrect,val
data\frames\val\incorrect\22_f00011.jpg,incorrect,val
data\frames\val\incorrect\22_f00012.jpg,incorrect,val
data\frames\val\incorrect\22_f00013.jpg,incorrect,val
data\frames\val\incorrect\22_f00014.jpg,incorrect,val
data\frames\val\incorrect\22_f00015.jpg,incorrect,val
data\frames\val\incorrect\22_f00016.jpg,incorrect,val
data\frames\val\incorrect\22_f00000.jpg,incorrect,val
data\frames\val\incorrect\22_f00001.jpg,incorrect,val
data\frames\val\incorrect\22_f00002.jpg,incorrect,val
data\frames\val\incorrect\22_f00003.jpg,incorrect,val
data\frames\val\incorrect\22_f00004.jpg,incorrect,val
data\frames\val\incorrect\22_f00005.jpg,incorrect,val
data\frames\val\incorrect\22_f00006.jpg,incorrect,val
data\frames\val\incorrect\22_f00007.jpg,incorrect,val
data\frames\val\incorrect\22_f00008.jpg,incorrect,val
data\frames\val\incorrect\22_f00009.jpg,incorrect,val
data\frames\val\incorrect\22_f00010.jpg,incorrect,val
data\frames\val\incorrect\22_f00011.jpg,incorrect,val
data\frames\val\incorrect\22_f00012.jpg,incorrect,val
data\frames\val\incorrect\22_f00013.jpg,incorrect,val
data\frames\val\incorrect\22_f00014.jpg,incorrect,val
data\frames\val\incorrect\22_f00015.jpg,incorrect,val
data\frames\val\incorrect\22_f00016.jpg,incorrect,val
data\frames\train\incorrect\23_f00000.jpg,incorrect,train
data\frames\train\incorrect\23_f00001.jpg,incorrect,train
data\frames\train\incorrect\23_f00002.jpg,incorrect,train
data\frames\train\incorrect\23_f00003.jpg,incorrect,train
data\frames\train\incorrect\23_f00004.jpg,incorrect,train
data\frames\train\incorrect\23_f00005.jpg,incorrect,train
data\frames\train\incorrect\23_f00006.jpg,incorrect,train
data\frames\train\incorrect\23_f00007.jpg,incorrect,train
data\frames\train\incorrect\23_f00008.jpg,incorrect,train
data\frames\train\incorrect\23_f00000.jpg,incorrect,train
data\frames\train\incorrect\23_f00001.jpg,incorrect,train
data\frames\train\incorrect\23_f00002.jpg,incorrect,train
data\frames\train\incorrect\23_f00003.jpg,incorrect,train
data\frames\train\incorrect\23_f00004.jpg,incorrect,train
data\frames\train\incorrect\23_f00005.jpg,incorrect,train
data\frames\train\incorrect\23_f00006.jpg,incorrect,train
data\frames\train\incorrect\23_f00007.jpg,incorrect,train
data\frames\train\incorrect\23_f00008.jpg,incorrect,train
data\frames\train\incorrect\3_f00000.jpg,incorrect,train
data\frames\train\incorrect\3_f00001.jpg,incorrect,train
data\frames\train\incorrect\3_f00002.jpg,incorrect,train
data\frames\train\incorrect\3_f00003.jpg,incorrect,train
data\frames\train\incorrect\3_f00004.jpg,incorrect,train
data\frames\train\incorrect\3_f00005.jpg,incorrect,train
data\frames\train\incorrect\3_f00006.jpg,incorrect,train
data\frames\train\incorrect\3_f00000.jpg,incorrect,train
data\frames\train\incorrect\3_f00001.jpg,incorrect,train
data\frames\train\incorrect\3_f00002.jpg,incorrect,train
data\frames\train\incorrect\3_f00003.jpg,incorrect,train
data\frames\train\incorrect\3_f00004.jpg,incorrect,train
data\frames\train\incorrect\3_f00005.jpg,incorrect,train
data\frames\train\incorrect\3_f00006.jpg,incorrect,train
data\frames\train\incorrect\4_f00000.jpg,incorrect,train
data\frames\train\incorrect\4_f00001.jpg,incorrect,train
data\frames\train\incorrect\4_f00002.jpg,incorrect,train
data\frames\train\incorrect\4_f00003.jpg,incorrect,train
data\frames\train\incorrect\4_f00004.jpg,incorrect,train
data\frames\train\incorrect\4_f00000.jpg,incorrect,train
data\frames\train\incorrect\4_f00001.jpg,incorrect,train
data\frames\train\incorrect\4_f00002.jpg,incorrect,train
data\frames\train\incorrect\4_f00003.jpg,incorrect,train
data\frames\train\incorrect\4_f00004.jpg,incorrect,train
data\frames\train\incorrect\5_f00000.jpg,incorrect,train
data\frames\train\incorrect\5_f00001.jpg,incorrect,train
data\frames\train\incorrect\5_f00002.jpg,incorrect,train
data\frames\train\incorrect\5_f00003.jpg,incorrect,train
data\frames\train\incorrect\5_f00004.jpg,incorrect,train
data\frames\train\incorrect\5_f00005.jpg,incorrect,train
data\frames\train\incorrect\5_f00006.jpg,incorrect,train
data\frames\train\incorrect\5_f00007.jpg,incorrect,train
data\frames\train\incorrect\5_f00000.jpg,incorrect,train
data\frames\train\incorrect\5_f00001.jpg,incorrect,train
data\frames\train\incorrect\5_f00002.jpg,incorrect,train
data\frames\train\incorrect\5_f00003.jpg,incorrect,train
data\frames\train\incorrect\5_f00004.jpg,incorrect,train
data\frames\train\incorrect\5_f00005.jpg,incorrect,train
data\frames\train\incorrect\5_f00006.jpg,incorrect,train
data\frames\train\incorrect\5_f00007.jpg,incorrect,train
data\frames\test\incorrect\6_f00000.jpg,incorrect,test
data\frames\test\incorrect\6_f00001.jpg,incorrect,test
data\frames\test\incorrect\6_f00002.jpg,incorrect,test
data\frames\test\incorrect\6_f00003.jpg,incorrect,test
data\frames\test\incorrect\6_f00004.jpg,incorrect,test
data\frames\test\incorrect\6_f00005.jpg,incorrect,test
data\frames\test\incorrect\6_f00006.jpg,incorrect,test
data\frames\test\incorrect\6_f00007.jpg,incorrect,test
data\frames\test\incorrect\6_f00000.jpg,incorrect,test
data\frames\test\incorrect\6_f00001.jpg,incorrect,test
data\frames\test\incorrect\6_f00002.jpg,incorrect,test
data\frames\test\incorrect\6_f00003.jpg,incorrect,test
data\frames\test\incorrect\6_f00004.jpg,incorrect,test
data\frames\test\incorrect\6_f00005.jpg,incorrect,test
data\frames\test\incorrect\6_f00006.jpg,incorrect,test
data\frames\test\incorrect\6_f00007.jpg,incorrect,test
data\frames\train\incorrect\7_f00000.jpg,incorrect,train
data\frames\train\incorrect\7_f00001.jpg,incorrect,train
data\frames\train\incorrect\7_f00002.jpg,incorrect,train
data\frames\train\incorrect\7_f00003.jpg,incorrect,train
data\frames\train\incorrect\7_f00004.jpg,incorrect,train
data\frames\train\incorrect\7_f00005.jpg,incorrect,train
data\frames\train\incorrect\7_f00006.jpg,incorrect,train
data\frames\train\incorrect\7_f00007.jpg,incorrect,train
data\frames\train\incorrect\7_f00000.jpg,incorrect,train
data\frames\train\incorrect\7_f00001.jpg,incorrect,train
data\frames\train\incorrect\7_f00002.jpg,incorrect,train
data\frames\train\incorrect\7_f00003.jpg,incorrect,train
data\frames\train\incorrect\7_f00004.jpg,incorrect,train
data\frames\train\incorrect\7_f00005.jpg,incorrect,train
data\frames\train\incorrect\7_f00006.jpg,incorrect,train
data\frames\train\incorrect\7_f00007.jpg,incorrect,train
data\frames\val\incorrect\8_f00000.jpg,incorrect,val
data\frames\val\incorrect\8_f00001.jpg,incorrect,val
data\frames\val\incorrect\8_f00002.jpg,incorrect,val
data\frames\val\incorrect\8_f00003.jpg,incorrect,val
data\frames\val\incorrect\8_f00004.jpg,incorrect,val
data\frames\val\incorrect\8_f00005.jpg,incorrect,val
data\frames\val\incorrect\8_f00000.jpg,incorrect,val
data\frames\val\incorrect\8_f00001.jpg,incorrect,val
data\frames\val\incorrect\8_f00002.jpg,incorrect,val
data\frames\val\incorrect\8_f00003.jpg,incorrect,val
data\frames\val\incorrect\8_f00004.jpg,incorrect,val
data\frames\val\incorrect\8_f00005.jpg,incorrect,val
data\frames\train\incorrect\9_f00000.jpg,incorrect,train
data\frames\train\incorrect\9_f00001.jpg,incorrect,train
data\frames\train\incorrect\9_f00002.jpg,incorrect,train
data\frames\train\incorrect\9_f00003.jpg,incorrect,train
data\frames\train\incorrect\9_f00004.jpg,incorrect,train
data\frames\train\incorrect\9_f00000.jpg,incorrect,train
data\frames\train\incorrect\9_f00001.jpg,incorrect,train
data\frames\train\incorrect\9_f00002.jpg,incorrect,train
data\frames\train\incorrect\9_f00003.jpg,incorrect,train
data\frames\train\incorrect\9_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00007.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00008.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00009.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00010.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00011.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00012.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00013.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00014.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00015.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00016.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00017.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00018.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00019.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00007.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00008.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00009.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00010.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00011.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00012.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00013.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00014.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00015.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00016.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00017.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00018.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 104_f00019.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00007.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00008.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00009.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00010.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00011.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00012.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00013.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00014.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00015.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00016.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00017.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00018.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00019.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00007.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00008.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00009.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00010.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00011.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00012.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00013.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00014.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00015.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00016.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00017.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00018.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 105_f00019.jpg,incorrect,train
data\frames\test\incorrect\Copy of push up 107_f00000.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00001.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00002.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00003.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00004.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00005.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00006.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00000.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00001.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00002.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00003.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00004.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00005.jpg,incorrect,test
data\frames\test\incorrect\Copy of push up 107_f00006.jpg,incorrect,test
data\frames\train\incorrect\Copy of push up 108_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00007.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00008.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00009.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00010.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00011.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00012.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00013.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00014.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00015.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00016.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00017.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00018.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00019.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00000.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00001.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00002.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00003.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00004.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00005.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00006.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00007.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00008.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00009.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00010.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00011.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00012.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00013.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00014.jpg,incorrect,train
data\frames\train\incorrect\Copy of push up 108_f00015.jpg,incorrect,train
